,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
618,28,2018-02-15,,Purdue,W,57.0,53.0,20.0,51.0,0.392,4.0,21.0,0.19,13.0,20.0,0.65,6.0,35.0,10.0,6.0,4.0,9.0,20.0,,19.0,48.0,0.396,4.0,17.0,0.235,11.0,17.0,0.647,2.0,31.0,7.0,2.0,3.0,13.0,18.0,Wisconsin
619,29,2018-02-19,,Minnesota,W (1 OT),73.0,63.0,25.0,55.0,0.455,12.0,29.0,0.414,11.0,18.0,0.611,6.0,27.0,15.0,8.0,5.0,11.0,12.0,,25.0,58.0,0.431,6.0,16.0,0.375,7.0,8.0,0.875,6.0,32.0,11.0,8.0,0.0,15.0,17.0,Wisconsin
620,30,2018-02-22,@,Northwestern,W,70.0,64.0,24.0,45.0,0.5329999999999999,9.0,20.0,0.45,13.0,18.0,0.722,7.0,20.0,16.0,9.0,5.0,9.0,16.0,,23.0,47.0,0.489,4.0,13.0,0.308,14.0,17.0,0.8240000000000001,8.0,25.0,10.0,3.0,0.0,12.0,20.0,Wisconsin
621,31,2018-02-25,,Michigan State,L,63.0,68.0,22.0,59.0,0.373,5.0,18.0,0.278,14.0,19.0,0.737,10.0,25.0,7.0,4.0,1.0,4.0,16.0,,23.0,53.0,0.434,8.0,20.0,0.4,14.0,18.0,0.778,13.0,38.0,10.0,4.0,8.0,12.0,18.0,Wisconsin
622,32,2018-03-01,N,Maryland,W,59.0,54.0,18.0,50.0,0.36,3.0,18.0,0.16699999999999998,20.0,24.0,0.833,10.0,27.0,5.0,9.0,5.0,6.0,14.0,,22.0,50.0,0.44,2.0,14.0,0.14300000000000002,8.0,9.0,0.889,8.0,25.0,9.0,0.0,4.0,12.0,21.0,Wisconsin
623,33,2018-03-02,N,Michigan State,L,60.0,63.0,26.0,57.0,0.456,6.0,17.0,0.353,2.0,6.0,0.33299999999999996,8.0,24.0,12.0,2.0,3.0,6.0,17.0,,24.0,56.0,0.429,5.0,16.0,0.313,10.0,11.0,0.909,11.0,36.0,10.0,3.0,7.0,10.0,14.0,Wisconsin
624,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/wisconsin/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wisconsin
625,1,2017-11-10,,South Carolina,L,52.0,73.0,17.0,49.0,0.34700000000000003,6.0,19.0,0.316,12.0,16.0,0.75,5.0,22.0,7.0,3.0,0.0,13.0,16.0,,25.0,54.0,0.46299999999999997,11.0,23.0,0.478,12.0,16.0,0.75,11.0,35.0,17.0,5.0,3.0,13.0,17.0,Wofford
626,2,2017-11-12,,Washington & Lee,W,103.0,66.0,37.0,63.0,0.5870000000000001,10.0,23.0,0.435,19.0,23.0,0.826,6.0,39.0,21.0,10.0,3.0,10.0,15.0,,24.0,62.0,0.387,12.0,34.0,0.353,6.0,12.0,0.5,4.0,24.0,18.0,5.0,1.0,17.0,18.0,Wofford
627,3,2017-11-16,@,University of California,L,65.0,79.0,22.0,46.0,0.478,11.0,25.0,0.44,10.0,15.0,0.667,0.0,12.0,18.0,4.0,2.0,16.0,22.0,,29.0,53.0,0.547,5.0,10.0,0.5,16.0,20.0,0.8,12.0,33.0,16.0,6.0,3.0,19.0,18.0,Wofford
628,4,2017-11-18,,Bob Jones University,W,96.0,65.0,37.0,69.0,0.536,14.0,30.0,0.467,8.0,10.0,0.8,10.0,35.0,27.0,7.0,4.0,10.0,13.0,,23.0,54.0,0.426,4.0,20.0,0.2,15.0,18.0,0.833,3.0,19.0,11.0,3.0,2.0,10.0,14.0,Wofford
629,5,2017-11-19,,North Florida,W,86.0,83.0,34.0,64.0,0.531,12.0,26.0,0.462,6.0,9.0,0.667,9.0,27.0,19.0,9.0,5.0,14.0,12.0,,30.0,59.0,0.508,13.0,27.0,0.48100000000000004,10.0,13.0,0.769,10.0,30.0,13.0,9.0,2.0,15.0,15.0,Wofford
630,6,2017-11-22,@,Texas Tech,L,56.0,79.0,21.0,54.0,0.389,5.0,20.0,0.25,9.0,12.0,0.75,7.0,27.0,7.0,4.0,2.0,21.0,26.0,,27.0,57.0,0.474,7.0,20.0,0.35,18.0,26.0,0.6920000000000001,6.0,28.0,13.0,12.0,3.0,13.0,11.0,Wofford
631,7,2017-11-26,@,North Carolina-Asheville,L,65.0,85.0,23.0,50.0,0.46,8.0,17.0,0.47100000000000003,11.0,15.0,0.733,3.0,24.0,11.0,6.0,2.0,13.0,15.0,,31.0,56.0,0.5539999999999999,11.0,19.0,0.579,12.0,16.0,0.75,6.0,31.0,22.0,9.0,6.0,9.0,16.0,Wofford
632,8,2017-11-29,@,Coastal Carolina,W,87.0,81.0,28.0,51.0,0.5489999999999999,14.0,25.0,0.56,17.0,22.0,0.773,2.0,19.0,17.0,9.0,0.0,12.0,25.0,,25.0,54.0,0.46299999999999997,7.0,19.0,0.368,24.0,33.0,0.727,12.0,32.0,11.0,6.0,3.0,16.0,22.0,Wofford
633,9,2017-12-06,,Georgia Tech,W,63.0,60.0,21.0,59.0,0.35600000000000004,12.0,30.0,0.4,9.0,13.0,0.6920000000000001,11.0,25.0,11.0,10.0,2.0,5.0,13.0,,24.0,42.0,0.5710000000000001,5.0,13.0,0.385,7.0,8.0,0.875,3.0,29.0,11.0,4.0,3.0,16.0,14.0,Wofford
634,10,2017-12-09,,Johnson & Wales (NC),W,104.0,45.0,36.0,57.0,0.632,20.0,34.0,0.588,12.0,15.0,0.8,5.0,38.0,25.0,11.0,1.0,13.0,16.0,,17.0,51.0,0.33299999999999996,6.0,21.0,0.28600000000000003,5.0,11.0,0.455,4.0,21.0,10.0,8.0,1.0,19.0,18.0,Wofford
635,11,2017-12-17,N,High Point,W,70.0,57.0,23.0,51.0,0.451,9.0,22.0,0.409,15.0,18.0,0.833,8.0,35.0,11.0,6.0,1.0,10.0,20.0,,20.0,42.0,0.47600000000000003,4.0,10.0,0.4,13.0,21.0,0.619,0.0,22.0,7.0,5.0,2.0,9.0,16.0,Wofford
636,12,2017-12-20,@,UNC,W,79.0,75.0,28.0,64.0,0.43799999999999994,7.0,22.0,0.318,16.0,18.0,0.889,5.0,28.0,13.0,5.0,7.0,7.0,25.0,,20.0,55.0,0.364,7.0,25.0,0.28,28.0,38.0,0.737,8.0,36.0,11.0,3.0,5.0,14.0,17.0,Wofford
637,13,2017-12-30,@,North Carolina-Greensboro,L,67.0,71.0,25.0,54.0,0.46299999999999997,12.0,26.0,0.462,5.0,9.0,0.556,9.0,27.0,14.0,4.0,3.0,14.0,19.0,,24.0,52.0,0.462,11.0,27.0,0.40700000000000003,12.0,16.0,0.75,9.0,27.0,16.0,4.0,4.0,11.0,14.0,Wofford
638,14,2018-01-04,,Virginia Military Institute,W,92.0,53.0,36.0,61.0,0.59,13.0,22.0,0.591,7.0,7.0,1.0,7.0,32.0,16.0,9.0,2.0,11.0,11.0,,19.0,48.0,0.396,7.0,21.0,0.33299999999999996,8.0,13.0,0.615,5.0,22.0,12.0,3.0,1.0,19.0,13.0,Wofford
639,15,2018-01-06,,Citadel,W,109.0,92.0,33.0,62.0,0.532,14.0,30.0,0.467,29.0,37.0,0.784,10.0,42.0,19.0,8.0,3.0,20.0,23.0,,30.0,75.0,0.4,13.0,40.0,0.325,19.0,33.0,0.5760000000000001,13.0,38.0,15.0,17.0,2.0,15.0,26.0,Wofford
640,16,2018-01-10,,Harvard,W,63.0,62.0,20.0,50.0,0.4,11.0,26.0,0.423,12.0,14.0,0.857,6.0,31.0,14.0,4.0,3.0,11.0,18.0,,23.0,58.0,0.397,5.0,26.0,0.192,11.0,16.0,0.688,11.0,33.0,13.0,4.0,3.0,8.0,14.0,Wofford
641,17,2018-01-13,,Furman,W,79.0,70.0,26.0,50.0,0.52,11.0,24.0,0.45799999999999996,16.0,19.0,0.8420000000000001,5.0,35.0,17.0,7.0,6.0,18.0,13.0,,26.0,60.0,0.433,9.0,28.0,0.321,9.0,14.0,0.643,3.0,24.0,16.0,11.0,1.0,10.0,16.0,Wofford
642,18,2018-01-18,@,Samford,W,93.0,89.0,36.0,67.0,0.537,14.0,30.0,0.467,7.0,12.0,0.583,10.0,29.0,20.0,4.0,1.0,11.0,17.0,,32.0,57.0,0.561,10.0,24.0,0.41700000000000004,15.0,17.0,0.882,6.0,30.0,19.0,4.0,4.0,11.0,14.0,Wofford
643,19,2018-01-20,,Chattanooga,W,71.0,67.0,25.0,58.0,0.431,7.0,26.0,0.26899999999999996,14.0,16.0,0.875,9.0,29.0,13.0,8.0,3.0,13.0,16.0,,25.0,54.0,0.46299999999999997,6.0,21.0,0.28600000000000003,11.0,15.0,0.733,7.0,27.0,15.0,5.0,1.0,13.0,14.0,Wofford
644,20,2018-01-24,@,Virginia Military Institute,W,63.0,46.0,20.0,52.0,0.385,10.0,26.0,0.385,13.0,17.0,0.765,7.0,26.0,11.0,8.0,3.0,10.0,15.0,,14.0,46.0,0.304,3.0,23.0,0.13,15.0,18.0,0.833,8.0,32.0,5.0,4.0,4.0,20.0,15.0,Wofford
645,21,2018-01-27,,ETSU,L,62.0,75.0,20.0,54.0,0.37,8.0,25.0,0.32,14.0,18.0,0.778,7.0,24.0,12.0,5.0,0.0,12.0,15.0,,27.0,51.0,0.529,8.0,23.0,0.348,13.0,15.0,0.867,6.0,31.0,15.0,4.0,5.0,10.0,16.0,Wofford
646,22,2018-01-29,,Western Carolina,W,77.0,68.0,28.0,65.0,0.431,10.0,34.0,0.294,11.0,14.0,0.7859999999999999,15.0,34.0,21.0,10.0,3.0,6.0,14.0,,23.0,52.0,0.442,9.0,23.0,0.391,13.0,15.0,0.867,8.0,29.0,14.0,3.0,0.0,15.0,14.0,Wofford
647,23,2018-02-01,@,Citadel,L,78.0,80.0,31.0,61.0,0.508,8.0,19.0,0.42100000000000004,8.0,13.0,0.615,6.0,28.0,14.0,10.0,4.0,14.0,19.0,,26.0,65.0,0.4,10.0,31.0,0.32299999999999995,18.0,22.0,0.818,13.0,40.0,15.0,7.0,7.0,14.0,13.0,Wofford
648,24,2018-02-03,@,Mercer,L,65.0,73.0,20.0,56.0,0.35700000000000004,9.0,29.0,0.31,16.0,18.0,0.889,9.0,36.0,11.0,4.0,3.0,11.0,19.0,,25.0,54.0,0.46299999999999997,11.0,25.0,0.44,12.0,21.0,0.5710000000000001,6.0,31.0,15.0,7.0,2.0,5.0,14.0,Wofford
649,25,2018-02-07,,Samford,W,92.0,79.0,31.0,54.0,0.574,14.0,29.0,0.483,16.0,23.0,0.696,7.0,34.0,22.0,4.0,2.0,12.0,16.0,,27.0,59.0,0.45799999999999996,11.0,28.0,0.39299999999999996,14.0,15.0,0.9329999999999999,3.0,20.0,18.0,9.0,1.0,9.0,20.0,Wofford
650,26,2018-02-10,@,Furman,L,52.0,76.0,19.0,54.0,0.35200000000000004,7.0,23.0,0.304,7.0,10.0,0.7,8.0,35.0,12.0,4.0,2.0,15.0,11.0,,29.0,63.0,0.46,13.0,32.0,0.406,5.0,9.0,0.556,7.0,32.0,18.0,10.0,2.0,6.0,11.0,Wofford
651,27,2018-02-15,@,Western Carolina,W,84.0,69.0,25.0,52.0,0.48100000000000004,11.0,26.0,0.423,23.0,27.0,0.852,10.0,36.0,14.0,4.0,4.0,15.0,22.0,,24.0,54.0,0.444,6.0,19.0,0.316,15.0,21.0,0.7140000000000001,6.0,24.0,13.0,7.0,1.0,12.0,21.0,Wofford
652,28,2018-02-17,@,Chattanooga,W,74.0,64.0,25.0,52.0,0.48100000000000004,14.0,29.0,0.483,10.0,12.0,0.833,4.0,26.0,14.0,6.0,2.0,9.0,25.0,,19.0,47.0,0.40399999999999997,7.0,18.0,0.389,19.0,27.0,0.7040000000000001,8.0,29.0,7.0,5.0,0.0,11.0,12.0,Wofford
653,29,2018-02-20,,North Carolina-Greensboro,L,66.0,76.0,23.0,56.0,0.41100000000000003,8.0,23.0,0.348,12.0,13.0,0.9229999999999999,7.0,30.0,10.0,7.0,3.0,10.0,14.0,,29.0,62.0,0.46799999999999997,11.0,27.0,0.40700000000000003,7.0,13.0,0.5379999999999999,13.0,37.0,17.0,7.0,2.0,11.0,14.0,Wofford
654,30,2018-02-23,@,ETSU,W,75.0,71.0,27.0,48.0,0.563,8.0,17.0,0.47100000000000003,13.0,19.0,0.684,3.0,25.0,16.0,3.0,3.0,11.0,20.0,,21.0,44.0,0.47700000000000004,7.0,20.0,0.35,22.0,27.0,0.815,2.0,23.0,15.0,5.0,3.0,12.0,21.0,Wofford
655,31,2018-02-25,,Mercer,L,68.0,69.0,26.0,55.0,0.473,10.0,26.0,0.385,6.0,9.0,0.667,5.0,19.0,19.0,4.0,2.0,8.0,12.0,,24.0,48.0,0.5,7.0,17.0,0.41200000000000003,14.0,15.0,0.9329999999999999,6.0,29.0,13.0,4.0,0.0,11.0,11.0,Wofford
656,32,2018-03-03,N,Mercer,W,73.0,53.0,26.0,53.0,0.491,8.0,25.0,0.32,13.0,17.0,0.765,2.0,26.0,11.0,13.0,3.0,5.0,17.0,,17.0,44.0,0.386,6.0,23.0,0.261,13.0,18.0,0.722,4.0,29.0,9.0,3.0,0.0,17.0,16.0,Wofford
657,33,2018-03-04,N,North Carolina-Greensboro,L,55.0,56.0,18.0,52.0,0.34600000000000003,7.0,26.0,0.26899999999999996,12.0,12.0,1.0,8.0,32.0,10.0,6.0,2.0,9.0,14.0,,21.0,58.0,0.36200000000000004,8.0,28.0,0.28600000000000003,6.0,9.0,0.667,11.0,34.0,6.0,7.0,3.0,10.0,17.0,Wofford
658,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/wofford/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wofford
659,1,2017-11-10,@,Loyola (IL),L,80.0,84.0,26.0,54.0,0.48100000000000004,9.0,20.0,0.45,19.0,25.0,0.76,8.0,27.0,16.0,9.0,2.0,20.0,25.0,,28.0,51.0,0.5489999999999999,7.0,20.0,0.35,21.0,32.0,0.6559999999999999,7.0,29.0,18.0,10.0,3.0,19.0,20.0,Wright State NCAA
660,2,2017-11-14,@,Miami (OH),L (1 OT),67.0,73.0,26.0,62.0,0.419,3.0,15.0,0.2,12.0,20.0,0.6,8.0,40.0,12.0,4.0,2.0,17.0,17.0,,25.0,61.0,0.41,12.0,29.0,0.414,11.0,16.0,0.688,3.0,30.0,14.0,7.0,4.0,10.0,23.0,Wright State NCAA
661,3,2017-11-18,,Murray State,L,61.0,80.0,21.0,54.0,0.389,4.0,16.0,0.25,15.0,20.0,0.75,10.0,28.0,7.0,6.0,0.0,15.0,8.0,,32.0,60.0,0.5329999999999999,12.0,24.0,0.5,4.0,6.0,0.667,9.0,33.0,18.0,7.0,2.0,15.0,21.0,Wright State NCAA
662,4,2017-11-20,,Tiffin,W,73.0,49.0,26.0,64.0,0.406,4.0,18.0,0.222,17.0,22.0,0.773,10.0,37.0,11.0,10.0,0.0,12.0,12.0,,21.0,54.0,0.389,4.0,19.0,0.21100000000000002,3.0,6.0,0.5,6.0,30.0,15.0,3.0,2.0,23.0,23.0,Wright State NCAA
663,5,2017-11-24,,Gardner-Webb,W,67.0,47.0,21.0,45.0,0.467,4.0,12.0,0.33299999999999996,21.0,34.0,0.618,6.0,35.0,13.0,10.0,0.0,19.0,18.0,,15.0,51.0,0.294,5.0,19.0,0.263,12.0,17.0,0.706,6.0,26.0,7.0,7.0,1.0,22.0,28.0,Wright State NCAA
664,6,2017-11-25,,Jacksonville,W,68.0,44.0,27.0,60.0,0.45,8.0,18.0,0.444,6.0,14.0,0.429,11.0,39.0,13.0,1.0,2.0,7.0,12.0,,15.0,47.0,0.319,4.0,16.0,0.25,10.0,14.0,0.7140000000000001,3.0,28.0,9.0,3.0,0.0,11.0,18.0,Wright State NCAA
665,7,2017-11-26,,Fairfield,W,57.0,56.0,23.0,53.0,0.434,2.0,12.0,0.16699999999999998,9.0,12.0,0.75,6.0,30.0,8.0,10.0,1.0,9.0,11.0,,22.0,55.0,0.4,7.0,22.0,0.318,5.0,7.0,0.7140000000000001,8.0,32.0,9.0,1.0,2.0,15.0,15.0,Wright State NCAA
666,8,2017-12-02,@,Western Kentucky,L,60.0,78.0,22.0,60.0,0.36700000000000005,9.0,27.0,0.33299999999999996,7.0,13.0,0.5379999999999999,8.0,30.0,16.0,8.0,1.0,11.0,18.0,,28.0,54.0,0.519,8.0,19.0,0.42100000000000004,14.0,17.0,0.8240000000000001,5.0,34.0,15.0,5.0,6.0,14.0,18.0,Wright State NCAA
667,9,2017-12-05,,Ohio Valley,W,98.0,68.0,35.0,54.0,0.648,10.0,20.0,0.5,18.0,29.0,0.621,7.0,32.0,17.0,5.0,2.0,16.0,16.0,,26.0,56.0,0.46399999999999997,10.0,25.0,0.4,6.0,13.0,0.462,5.0,21.0,13.0,6.0,1.0,21.0,21.0,Wright State NCAA
668,10,2017-12-09,,Kent State,W,63.0,54.0,20.0,52.0,0.385,4.0,22.0,0.182,19.0,26.0,0.731,6.0,30.0,10.0,9.0,4.0,16.0,17.0,,19.0,52.0,0.365,6.0,17.0,0.353,10.0,14.0,0.7140000000000001,8.0,32.0,11.0,12.0,1.0,24.0,27.0,Wright State NCAA
669,11,2017-12-16,@,Toledo,W,77.0,69.0,24.0,57.0,0.42100000000000004,7.0,18.0,0.389,22.0,30.0,0.733,14.0,38.0,8.0,7.0,2.0,14.0,14.0,,26.0,64.0,0.406,10.0,29.0,0.345,7.0,14.0,0.5,14.0,36.0,15.0,7.0,2.0,18.0,24.0,Wright State NCAA
670,12,2017-12-19,@,Missouri State,L,50.0,66.0,18.0,64.0,0.281,6.0,29.0,0.207,8.0,16.0,0.5,12.0,34.0,8.0,3.0,4.0,10.0,17.0,,26.0,56.0,0.46399999999999997,6.0,16.0,0.375,8.0,14.0,0.5710000000000001,8.0,39.0,14.0,5.0,6.0,11.0,20.0,Wright State NCAA
671,13,2017-12-22,@,Georgia Tech,W,85.0,81.0,29.0,56.0,0.518,9.0,20.0,0.45,18.0,25.0,0.72,10.0,32.0,20.0,7.0,2.0,16.0,19.0,,29.0,57.0,0.509,3.0,14.0,0.214,20.0,27.0,0.741,10.0,29.0,9.0,9.0,3.0,17.0,19.0,Wright State NCAA
672,14,2017-12-28,,UIC,W,65.0,61.0,21.0,64.0,0.32799999999999996,6.0,19.0,0.316,17.0,20.0,0.85,13.0,32.0,13.0,10.0,2.0,8.0,12.0,,23.0,53.0,0.434,5.0,13.0,0.385,10.0,11.0,0.909,9.0,38.0,8.0,4.0,6.0,20.0,18.0,Wright State NCAA
673,15,2017-12-30,,IUPUI,W,60.0,52.0,22.0,51.0,0.431,6.0,19.0,0.316,10.0,13.0,0.769,7.0,36.0,13.0,10.0,1.0,19.0,13.0,,18.0,51.0,0.353,7.0,23.0,0.304,9.0,15.0,0.6,5.0,23.0,9.0,5.0,2.0,17.0,15.0,Wright State NCAA
674,16,2018-01-05,@,Detroit,W,80.0,73.0,29.0,64.0,0.45299999999999996,9.0,20.0,0.45,13.0,23.0,0.565,7.0,35.0,16.0,9.0,3.0,12.0,24.0,,27.0,59.0,0.45799999999999996,4.0,19.0,0.21100000000000002,15.0,25.0,0.6,8.0,41.0,14.0,5.0,2.0,17.0,23.0,Wright State NCAA
675,17,2018-01-07,@,Oakland,W (1 OT),86.0,81.0,29.0,61.0,0.475,7.0,18.0,0.389,21.0,26.0,0.8079999999999999,11.0,39.0,21.0,11.0,7.0,19.0,22.0,,25.0,70.0,0.35700000000000004,10.0,27.0,0.37,21.0,27.0,0.778,15.0,37.0,19.0,11.0,5.0,15.0,22.0,Wright State NCAA
676,18,2018-01-11,@,Northern Kentucky,W,84.0,81.0,29.0,52.0,0.5579999999999999,5.0,11.0,0.455,21.0,28.0,0.75,5.0,30.0,9.0,6.0,4.0,16.0,17.0,,28.0,63.0,0.444,8.0,26.0,0.308,17.0,20.0,0.85,8.0,29.0,11.0,10.0,4.0,11.0,21.0,Wright State NCAA
677,19,2018-01-15,,Youngstown State,W,77.0,67.0,24.0,55.0,0.436,10.0,24.0,0.41700000000000004,19.0,26.0,0.731,6.0,29.0,16.0,8.0,4.0,8.0,13.0,,26.0,63.0,0.413,7.0,23.0,0.304,8.0,12.0,0.667,15.0,38.0,12.0,5.0,2.0,16.0,24.0,Wright State NCAA
678,20,2018-01-18,@,Green Bay,W,80.0,67.0,30.0,60.0,0.5,11.0,21.0,0.524,9.0,12.0,0.75,5.0,36.0,13.0,5.0,3.0,11.0,19.0,,23.0,64.0,0.359,8.0,32.0,0.25,13.0,20.0,0.65,13.0,35.0,14.0,5.0,5.0,13.0,12.0,Wright State NCAA
679,21,2018-01-20,@,Milwaukee,L,61.0,66.0,24.0,62.0,0.387,6.0,21.0,0.28600000000000003,7.0,9.0,0.778,13.0,30.0,10.0,6.0,4.0,12.0,16.0,,23.0,49.0,0.469,7.0,13.0,0.5379999999999999,13.0,16.0,0.813,6.0,29.0,10.0,6.0,3.0,15.0,16.0,Wright State NCAA
680,22,2018-01-26,,Detroit,W,87.0,55.0,32.0,57.0,0.561,8.0,22.0,0.364,15.0,23.0,0.652,7.0,31.0,16.0,11.0,2.0,11.0,12.0,,17.0,51.0,0.33299999999999996,12.0,27.0,0.444,9.0,11.0,0.818,5.0,23.0,12.0,2.0,0.0,17.0,19.0,Wright State NCAA
681,23,2018-01-28,,Oakland,W,64.0,51.0,24.0,63.0,0.381,5.0,18.0,0.278,11.0,13.0,0.846,9.0,39.0,15.0,5.0,1.0,12.0,15.0,,16.0,52.0,0.308,4.0,24.0,0.16699999999999998,15.0,19.0,0.789,4.0,28.0,6.0,4.0,2.0,12.0,14.0,Wright State NCAA
682,24,2018-02-01,@,Cleveland State,L,74.0,77.0,26.0,62.0,0.419,9.0,25.0,0.36,13.0,18.0,0.722,10.0,33.0,15.0,4.0,4.0,13.0,15.0,,25.0,51.0,0.49,14.0,32.0,0.43799999999999994,13.0,19.0,0.684,4.0,25.0,17.0,8.0,3.0,15.0,18.0,Wright State NCAA
683,25,2018-02-03,@,Youngstown State,W,83.0,57.0,29.0,51.0,0.569,9.0,22.0,0.409,16.0,24.0,0.667,7.0,34.0,16.0,12.0,2.0,19.0,21.0,,20.0,65.0,0.308,3.0,17.0,0.17600000000000002,14.0,22.0,0.636,17.0,34.0,5.0,9.0,1.0,18.0,23.0,Wright State NCAA
684,26,2018-02-08,,Green Bay,W,68.0,64.0,21.0,64.0,0.32799999999999996,10.0,34.0,0.294,16.0,20.0,0.8,10.0,42.0,15.0,6.0,3.0,14.0,11.0,,22.0,65.0,0.33799999999999997,11.0,31.0,0.355,9.0,12.0,0.75,7.0,36.0,9.0,7.0,2.0,10.0,18.0,Wright State NCAA
685,27,2018-02-10,,Milwaukee,L,73.0,74.0,24.0,58.0,0.414,7.0,20.0,0.35,18.0,24.0,0.75,9.0,32.0,10.0,6.0,0.0,8.0,15.0,,29.0,49.0,0.5920000000000001,12.0,22.0,0.545,4.0,11.0,0.364,2.0,28.0,17.0,5.0,3.0,13.0,22.0,Wright State NCAA
686,28,2018-02-16,,Northern Kentucky,W,69.0,67.0,27.0,55.0,0.491,3.0,16.0,0.188,12.0,17.0,0.706,8.0,27.0,9.0,2.0,2.0,8.0,15.0,,24.0,58.0,0.414,9.0,29.0,0.31,10.0,12.0,0.833,14.0,33.0,7.0,2.0,2.0,12.0,20.0,Wright State NCAA
687,29,2018-02-19,,Cleveland State,W,72.0,63.0,23.0,46.0,0.5,8.0,21.0,0.381,18.0,24.0,0.75,3.0,27.0,16.0,5.0,3.0,12.0,16.0,,21.0,50.0,0.42,10.0,23.0,0.435,11.0,14.0,0.7859999999999999,4.0,23.0,13.0,5.0,0.0,14.0,22.0,Wright State NCAA
688,30,2018-02-23,@,IUPUI,L,56.0,66.0,16.0,48.0,0.33299999999999996,5.0,19.0,0.263,19.0,23.0,0.826,10.0,35.0,10.0,5.0,1.0,17.0,24.0,,18.0,44.0,0.409,7.0,16.0,0.43799999999999994,23.0,31.0,0.742,1.0,24.0,11.0,5.0,3.0,9.0,22.0,Wright State NCAA
689,31,2018-02-25,@,UIC,W,88.0,81.0,32.0,77.0,0.41600000000000004,7.0,20.0,0.35,17.0,22.0,0.773,16.0,40.0,18.0,6.0,2.0,9.0,20.0,,27.0,58.0,0.466,8.0,18.0,0.444,19.0,29.0,0.655,8.0,32.0,19.0,6.0,11.0,14.0,21.0,Wright State NCAA
690,32,2018-03-03,N,Green Bay,W,87.0,72.0,28.0,54.0,0.519,8.0,17.0,0.47100000000000003,23.0,32.0,0.7190000000000001,6.0,32.0,19.0,3.0,3.0,8.0,17.0,,24.0,57.0,0.42100000000000004,9.0,23.0,0.391,15.0,17.0,0.882,3.0,28.0,13.0,3.0,0.0,11.0,28.0,Wright State NCAA
691,33,2018-03-05,N,Milwaukee,W,59.0,53.0,18.0,55.0,0.327,6.0,22.0,0.273,17.0,20.0,0.85,10.0,42.0,8.0,2.0,2.0,10.0,11.0,,20.0,62.0,0.32299999999999995,6.0,25.0,0.24,7.0,10.0,0.7,7.0,32.0,3.0,7.0,6.0,8.0,18.0,Wright State NCAA
692,34,2018-03-06,N,Cleveland State,W,74.0,57.0,28.0,65.0,0.431,9.0,26.0,0.34600000000000003,9.0,11.0,0.818,10.0,37.0,14.0,5.0,0.0,6.0,9.0,,21.0,53.0,0.396,8.0,25.0,0.32,7.0,7.0,1.0,3.0,27.0,11.0,2.0,1.0,12.0,12.0,Wright State NCAA
693,"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">CBB at Sports Reference</a>: <a href=""https://www.sports-reference.com/cbb/schools/wright-state/2018-gamelogs.html?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#sgl-basic"">View Original Table</a><br>Generated 3/13/2018.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wright State NCAA
694,1,2017-11-10,,Chattanooga,W,74.0,65.0,20.0,48.0,0.41700000000000004,10.0,21.0,0.47600000000000003,24.0,30.0,0.8,3.0,33.0,12.0,5.0,7.0,15.0,19.0,,24.0,60.0,0.4,7.0,23.0,0.304,10.0,14.0,0.7140000000000001,8.0,37.0,14.0,5.0,2.0,16.0,27.0,Wyoming
695,2,2017-11-13,@,Oregon State,W,75.0,66.0,26.0,51.0,0.51,9.0,20.0,0.45,14.0,19.0,0.737,5.0,30.0,14.0,5.0,7.0,16.0,16.0,,24.0,59.0,0.40700000000000003,4.0,20.0,0.2,14.0,23.0,0.609,8.0,28.0,15.0,9.0,3.0,11.0,21.0,Wyoming
