,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
4820,6,2017-11-29,@,Drexel,L,67.0,68.0,23.0,49.0,0.469,9.0,20.0,0.45,12.0,17.0,0.706,4.0,25.0,13.0,4.0,1.0,13.0,19.0,,22.0,60.0,0.36700000000000005,7.0,31.0,0.226,17.0,23.0,0.7390000000000001,13.0,33.0,11.0,4.0,5.0,9.0,19.0,Lafayette
4821,7,2017-12-02,,Quinnipiac,W,79.0,58.0,22.0,46.0,0.478,8.0,24.0,0.33299999999999996,27.0,29.0,0.9309999999999999,1.0,29.0,11.0,6.0,5.0,10.0,23.0,,19.0,53.0,0.358,6.0,27.0,0.222,14.0,22.0,0.636,10.0,31.0,5.0,4.0,1.0,13.0,23.0,Lafayette
4822,8,2017-12-06,,Penn,L,68.0,73.0,25.0,58.0,0.431,6.0,23.0,0.261,12.0,14.0,0.857,5.0,36.0,10.0,6.0,3.0,12.0,17.0,,28.0,63.0,0.444,10.0,25.0,0.4,7.0,14.0,0.5,7.0,34.0,10.0,5.0,1.0,10.0,15.0,Lafayette
4823,9,2017-12-09,@,Sacred Heart,L,50.0,62.0,19.0,64.0,0.297,4.0,25.0,0.16,8.0,13.0,0.615,5.0,39.0,6.0,5.0,1.0,11.0,19.0,,21.0,65.0,0.32299999999999995,3.0,17.0,0.17600000000000002,17.0,25.0,0.68,11.0,49.0,10.0,5.0,2.0,9.0,16.0,Lafayette
4824,10,2017-12-18,,Susquehanna,W,82.0,70.0,25.0,60.0,0.41700000000000004,8.0,26.0,0.308,24.0,32.0,0.75,8.0,35.0,12.0,6.0,7.0,12.0,19.0,,25.0,56.0,0.446,7.0,19.0,0.368,13.0,23.0,0.565,5.0,32.0,11.0,2.0,0.0,13.0,25.0,Lafayette
4825,11,2017-12-20,@,Cornell,L,71.0,80.0,26.0,60.0,0.433,10.0,27.0,0.37,9.0,13.0,0.6920000000000001,9.0,36.0,13.0,1.0,5.0,13.0,16.0,,30.0,62.0,0.484,8.0,22.0,0.364,12.0,17.0,0.706,7.0,34.0,18.0,6.0,3.0,8.0,17.0,Lafayette
4826,12,2017-12-29,,Lehigh,L,74.0,79.0,28.0,62.0,0.452,10.0,32.0,0.313,8.0,10.0,0.8,3.0,36.0,16.0,2.0,5.0,7.0,13.0,,31.0,72.0,0.431,9.0,20.0,0.45,8.0,10.0,0.8,5.0,36.0,14.0,3.0,1.0,5.0,16.0,Lafayette
4827,13,2018-01-02,,Holy Cross,W,60.0,48.0,20.0,53.0,0.377,7.0,23.0,0.304,13.0,16.0,0.813,6.0,37.0,15.0,4.0,0.0,15.0,14.0,,18.0,54.0,0.33299999999999996,2.0,24.0,0.083,10.0,14.0,0.7140000000000001,5.0,30.0,7.0,8.0,4.0,14.0,19.0,Lafayette
4828,14,2018-01-05,@,Colgate,W,71.0,68.0,27.0,58.0,0.466,6.0,22.0,0.273,11.0,17.0,0.647,4.0,34.0,11.0,4.0,1.0,8.0,15.0,,25.0,65.0,0.385,8.0,24.0,0.33299999999999996,10.0,13.0,0.769,11.0,36.0,8.0,3.0,3.0,8.0,16.0,Lafayette
4829,15,2018-01-08,,Bucknell,L (1 OT),75.0,80.0,27.0,73.0,0.37,7.0,30.0,0.233,14.0,18.0,0.778,11.0,44.0,10.0,2.0,6.0,9.0,23.0,,26.0,68.0,0.382,6.0,19.0,0.316,22.0,29.0,0.759,10.0,41.0,8.0,4.0,5.0,6.0,19.0,Lafayette
4830,16,2018-01-11,@,Army,L,71.0,81.0,26.0,57.0,0.456,11.0,28.0,0.39299999999999996,8.0,11.0,0.727,5.0,37.0,14.0,0.0,2.0,17.0,22.0,,26.0,66.0,0.39399999999999996,12.0,33.0,0.364,17.0,26.0,0.654,11.0,39.0,18.0,7.0,3.0,6.0,16.0,Lafayette
4831,17,2018-01-14,@,Loyola (MD),L,77.0,83.0,26.0,53.0,0.491,8.0,20.0,0.4,17.0,19.0,0.895,7.0,28.0,12.0,1.0,6.0,14.0,18.0,,34.0,61.0,0.557,6.0,15.0,0.4,9.0,19.0,0.474,9.0,28.0,14.0,8.0,1.0,6.0,17.0,Lafayette
4832,18,2018-01-17,,Navy,L,72.0,75.0,29.0,52.0,0.5579999999999999,6.0,13.0,0.462,8.0,13.0,0.615,4.0,24.0,11.0,5.0,2.0,11.0,23.0,,27.0,51.0,0.529,5.0,14.0,0.35700000000000004,16.0,26.0,0.615,11.0,34.0,13.0,3.0,4.0,14.0,21.0,Lafayette
4833,19,2018-01-20,@,American,W,62.0,53.0,20.0,49.0,0.408,4.0,15.0,0.267,18.0,22.0,0.818,6.0,35.0,9.0,3.0,3.0,11.0,13.0,,22.0,58.0,0.379,3.0,21.0,0.14300000000000002,6.0,8.0,0.75,7.0,28.0,8.0,6.0,2.0,9.0,19.0,Lafayette
4834,20,2018-01-24,,Boston University,L,72.0,75.0,25.0,61.0,0.41,10.0,25.0,0.4,12.0,14.0,0.857,7.0,21.0,11.0,8.0,3.0,12.0,17.0,,28.0,59.0,0.475,5.0,16.0,0.313,14.0,18.0,0.778,13.0,42.0,14.0,5.0,4.0,17.0,13.0,Lafayette
4835,21,2018-01-27,@,Holy Cross,L,74.0,85.0,22.0,49.0,0.449,11.0,24.0,0.45799999999999996,19.0,25.0,0.76,8.0,28.0,10.0,2.0,1.0,13.0,18.0,,33.0,59.0,0.5589999999999999,9.0,30.0,0.3,10.0,11.0,0.909,5.0,25.0,22.0,8.0,5.0,6.0,21.0,Lafayette
4836,22,2018-01-31,,Colgate,W,93.0,83.0,31.0,59.0,0.525,14.0,29.0,0.483,17.0,21.0,0.81,5.0,32.0,20.0,5.0,4.0,10.0,14.0,,30.0,63.0,0.47600000000000003,7.0,22.0,0.318,16.0,18.0,0.889,5.0,27.0,11.0,7.0,1.0,9.0,18.0,Lafayette
4837,23,2018-02-03,@,Bucknell,L,59.0,74.0,22.0,53.0,0.415,6.0,17.0,0.353,9.0,11.0,0.818,8.0,33.0,12.0,3.0,5.0,17.0,18.0,,28.0,62.0,0.452,10.0,25.0,0.4,8.0,12.0,0.667,9.0,30.0,18.0,5.0,5.0,7.0,14.0,Lafayette
4838,24,2018-02-07,,Army,W,81.0,54.0,28.0,54.0,0.519,10.0,20.0,0.5,15.0,16.0,0.938,5.0,37.0,18.0,9.0,6.0,14.0,9.0,,22.0,62.0,0.355,6.0,28.0,0.214,4.0,5.0,0.8,4.0,20.0,9.0,6.0,4.0,13.0,16.0,Lafayette
4839,25,2018-02-11,,Loyola (MD),W,84.0,67.0,29.0,51.0,0.569,10.0,20.0,0.5,16.0,19.0,0.8420000000000001,8.0,36.0,14.0,6.0,4.0,16.0,11.0,,25.0,59.0,0.424,7.0,20.0,0.35,10.0,14.0,0.7140000000000001,6.0,21.0,8.0,7.0,3.0,11.0,18.0,Lafayette
4840,26,2018-02-14,@,Navy,L,69.0,71.0,28.0,56.0,0.5,8.0,17.0,0.47100000000000003,5.0,8.0,0.625,6.0,33.0,14.0,3.0,5.0,16.0,21.0,,29.0,60.0,0.483,2.0,12.0,0.16699999999999998,11.0,22.0,0.5,11.0,35.0,15.0,9.0,0.0,9.0,15.0,Lafayette
4841,27,2018-02-17,,American,W,90.0,85.0,31.0,48.0,0.6459999999999999,12.0,16.0,0.75,16.0,21.0,0.762,3.0,24.0,16.0,3.0,4.0,12.0,15.0,,34.0,60.0,0.5670000000000001,11.0,22.0,0.5,6.0,11.0,0.545,8.0,20.0,13.0,9.0,5.0,7.0,20.0,Lafayette
4842,28,2018-02-21,@,Boston University,L,65.0,81.0,27.0,57.0,0.474,8.0,22.0,0.364,3.0,6.0,0.5,11.0,27.0,14.0,8.0,1.0,18.0,13.0,,31.0,61.0,0.508,12.0,26.0,0.462,7.0,8.0,0.875,11.0,30.0,19.0,11.0,6.0,14.0,14.0,Lafayette
4843,29,2018-02-24,@,Lehigh,L,64.0,79.0,25.0,62.0,0.40299999999999997,6.0,26.0,0.231,8.0,10.0,0.8,2.0,27.0,12.0,6.0,3.0,7.0,10.0,,31.0,67.0,0.46299999999999997,9.0,27.0,0.33299999999999996,8.0,9.0,0.889,7.0,42.0,13.0,5.0,2.0,9.0,15.0,Lafayette
4844,30,2018-02-27,,American,W,93.0,86.0,30.0,59.0,0.508,12.0,19.0,0.632,21.0,25.0,0.84,11.0,29.0,15.0,7.0,3.0,8.0,18.0,,31.0,58.0,0.534,11.0,26.0,0.423,13.0,15.0,0.867,7.0,26.0,12.0,4.0,4.0,11.0,21.0,Lafayette
4845,31,2018-03-01,@,Colgate,L,54.0,76.0,19.0,46.0,0.413,6.0,19.0,0.316,10.0,17.0,0.588,3.0,24.0,8.0,3.0,3.0,15.0,15.0,,28.0,65.0,0.431,9.0,20.0,0.45,11.0,13.0,0.846,13.0,42.0,12.0,5.0,5.0,10.0,17.0,Lafayette
4847,1,2017-11-10,@,Tulsa,W,74.0,67.0,25.0,59.0,0.424,7.0,24.0,0.292,17.0,21.0,0.81,11.0,39.0,12.0,10.0,0.0,15.0,21.0,,23.0,51.0,0.451,5.0,19.0,0.263,16.0,23.0,0.696,3.0,25.0,8.0,4.0,1.0,15.0,21.0,Lamar
4848,2,2017-11-14,,Coastal Carolina,W,66.0,60.0,20.0,53.0,0.377,8.0,21.0,0.381,18.0,24.0,0.75,9.0,28.0,14.0,9.0,5.0,12.0,17.0,,23.0,54.0,0.426,8.0,20.0,0.4,6.0,12.0,0.5,12.0,33.0,8.0,4.0,5.0,19.0,21.0,Lamar
4849,3,2017-11-16,,Jarvis Christian,W,103.0,66.0,40.0,77.0,0.519,11.0,27.0,0.40700000000000003,12.0,20.0,0.6,18.0,49.0,25.0,11.0,5.0,9.0,17.0,,25.0,63.0,0.397,9.0,28.0,0.321,7.0,14.0,0.5,7.0,27.0,12.0,4.0,1.0,16.0,19.0,Lamar
4850,4,2017-11-19,,Cal State Bakersfield,L,73.0,85.0,23.0,51.0,0.451,4.0,16.0,0.25,23.0,34.0,0.6759999999999999,8.0,24.0,11.0,6.0,0.0,12.0,29.0,,24.0,46.0,0.522,10.0,21.0,0.47600000000000003,27.0,33.0,0.818,9.0,34.0,16.0,4.0,3.0,15.0,28.0,Lamar
4851,5,2017-11-22,,Southern-New Orleans,W,105.0,67.0,38.0,68.0,0.5589999999999999,11.0,24.0,0.45799999999999996,18.0,34.0,0.529,21.0,48.0,27.0,10.0,4.0,17.0,21.0,,23.0,61.0,0.377,8.0,26.0,0.308,13.0,23.0,0.565,12.0,29.0,15.0,9.0,4.0,20.0,23.0,Lamar
4852,6,2017-11-27,@,UTEP,W,66.0,52.0,23.0,59.0,0.39,9.0,18.0,0.5,11.0,17.0,0.647,8.0,40.0,11.0,4.0,0.0,9.0,11.0,,21.0,63.0,0.33299999999999996,7.0,26.0,0.26899999999999996,3.0,6.0,0.5,12.0,38.0,10.0,2.0,5.0,15.0,15.0,Lamar
4853,7,2017-12-02,@,Coastal Carolina,W (1 OT),69.0,67.0,22.0,56.0,0.39299999999999996,9.0,19.0,0.474,16.0,23.0,0.696,7.0,24.0,10.0,9.0,2.0,16.0,17.0,,23.0,63.0,0.365,5.0,28.0,0.179,16.0,18.0,0.889,18.0,41.0,12.0,6.0,7.0,23.0,19.0,Lamar
4854,8,2017-12-05,,St. Thomas (TX),W,60.0,46.0,20.0,57.0,0.35100000000000003,4.0,28.0,0.14300000000000002,16.0,29.0,0.552,9.0,39.0,11.0,20.0,2.0,23.0,20.0,,18.0,51.0,0.353,2.0,19.0,0.105,8.0,14.0,0.5710000000000001,4.0,39.0,10.0,11.0,0.0,33.0,21.0,Lamar
4855,9,2017-12-09,,Howard Payne,W,112.0,56.0,37.0,74.0,0.5,10.0,29.0,0.345,28.0,39.0,0.718,18.0,44.0,20.0,23.0,4.0,11.0,14.0,,21.0,55.0,0.382,7.0,16.0,0.43799999999999994,7.0,13.0,0.5379999999999999,9.0,30.0,15.0,4.0,1.0,34.0,30.0,Lamar
4856,10,2017-12-17,@,Southern Illinois,L,61.0,71.0,25.0,65.0,0.385,7.0,21.0,0.33299999999999996,4.0,10.0,0.4,14.0,37.0,14.0,8.0,0.0,14.0,14.0,,30.0,55.0,0.545,6.0,18.0,0.33299999999999996,5.0,11.0,0.455,5.0,32.0,15.0,8.0,4.0,13.0,16.0,Lamar
4857,11,2017-12-19,@,Duquesne,L,64.0,65.0,24.0,54.0,0.444,4.0,15.0,0.267,12.0,23.0,0.522,5.0,26.0,10.0,7.0,0.0,10.0,27.0,,19.0,48.0,0.396,7.0,20.0,0.35,20.0,34.0,0.588,10.0,37.0,8.0,6.0,3.0,13.0,20.0,Lamar
4858,12,2017-12-22,N,UC-Davis,L,68.0,77.0,26.0,56.0,0.46399999999999997,7.0,21.0,0.33299999999999996,9.0,14.0,0.643,8.0,28.0,10.0,7.0,2.0,17.0,18.0,,25.0,47.0,0.532,8.0,19.0,0.42100000000000004,19.0,20.0,0.95,2.0,26.0,17.0,8.0,0.0,15.0,18.0,Lamar
4859,13,2017-12-23,N,North Carolina A&T,L,70.0,74.0,25.0,65.0,0.385,9.0,25.0,0.36,11.0,13.0,0.846,11.0,30.0,13.0,4.0,1.0,12.0,23.0,,24.0,45.0,0.5329999999999999,3.0,11.0,0.273,23.0,27.0,0.852,2.0,29.0,15.0,7.0,6.0,14.0,19.0,Lamar
4860,14,2017-12-28,,Houston Baptist,W,86.0,68.0,33.0,68.0,0.485,12.0,21.0,0.5710000000000001,8.0,12.0,0.667,14.0,36.0,22.0,12.0,5.0,17.0,19.0,,26.0,61.0,0.426,8.0,21.0,0.381,8.0,15.0,0.5329999999999999,12.0,31.0,12.0,10.0,4.0,17.0,15.0,Lamar
4861,15,2017-12-30,@,Texas A&M-Corpus Christi,W,77.0,72.0,27.0,55.0,0.491,9.0,21.0,0.429,14.0,26.0,0.5379999999999999,8.0,33.0,16.0,7.0,2.0,10.0,18.0,,26.0,67.0,0.38799999999999996,6.0,22.0,0.273,14.0,17.0,0.8240000000000001,14.0,41.0,12.0,4.0,3.0,12.0,20.0,Lamar
4862,16,2018-01-03,@,New Orleans,L,62.0,72.0,24.0,53.0,0.45299999999999996,7.0,21.0,0.33299999999999996,7.0,13.0,0.5379999999999999,9.0,22.0,13.0,8.0,1.0,16.0,14.0,,27.0,62.0,0.435,5.0,12.0,0.41700000000000004,13.0,13.0,1.0,12.0,30.0,17.0,9.0,5.0,13.0,13.0,Lamar
4863,17,2018-01-06,,Central Arkansas,L (2 OT),91.0,100.0,31.0,80.0,0.38799999999999996,4.0,31.0,0.129,25.0,38.0,0.6579999999999999,17.0,55.0,11.0,7.0,5.0,14.0,23.0,,34.0,81.0,0.42,13.0,33.0,0.39399999999999996,19.0,28.0,0.679,13.0,48.0,21.0,6.0,4.0,13.0,27.0,Lamar
4864,18,2018-01-10,,Southeastern Louisiana,L,58.0,63.0,22.0,59.0,0.373,6.0,17.0,0.353,8.0,15.0,0.5329999999999999,9.0,31.0,11.0,6.0,3.0,11.0,16.0,,26.0,56.0,0.46399999999999997,5.0,19.0,0.263,6.0,11.0,0.545,9.0,37.0,11.0,4.0,6.0,16.0,15.0,Lamar
4865,19,2018-01-17,@,Incarnate Word,W,90.0,69.0,32.0,65.0,0.49200000000000005,9.0,20.0,0.45,17.0,22.0,0.773,13.0,39.0,12.0,5.0,4.0,7.0,23.0,,25.0,53.0,0.47200000000000003,5.0,11.0,0.455,14.0,20.0,0.7,4.0,21.0,9.0,5.0,6.0,12.0,19.0,Lamar
4866,20,2018-01-20,,Sam Houston State,W (1 OT),84.0,77.0,25.0,59.0,0.424,9.0,22.0,0.409,25.0,35.0,0.7140000000000001,15.0,31.0,11.0,5.0,3.0,13.0,15.0,,27.0,50.0,0.54,8.0,15.0,0.5329999999999999,15.0,16.0,0.938,4.0,22.0,17.0,4.0,3.0,20.0,28.0,Lamar
4867,21,2018-01-24,,Nicholls State,L,74.0,79.0,22.0,61.0,0.361,8.0,25.0,0.32,22.0,33.0,0.667,9.0,27.0,12.0,16.0,2.0,12.0,23.0,,29.0,48.0,0.604,6.0,12.0,0.5,15.0,22.0,0.682,6.0,38.0,12.0,4.0,7.0,27.0,25.0,Lamar
4868,22,2018-01-27,,McNeese State,W,86.0,80.0,25.0,56.0,0.446,6.0,16.0,0.375,30.0,39.0,0.769,10.0,37.0,10.0,6.0,3.0,10.0,19.0,,29.0,59.0,0.49200000000000005,9.0,20.0,0.45,13.0,15.0,0.867,4.0,27.0,16.0,5.0,7.0,10.0,23.0,Lamar
4869,23,2018-01-31,@,Abilene Christian,L,69.0,74.0,21.0,60.0,0.35,10.0,27.0,0.37,17.0,28.0,0.607,10.0,32.0,13.0,10.0,0.0,13.0,20.0,,26.0,49.0,0.531,8.0,19.0,0.42100000000000004,14.0,21.0,0.667,3.0,32.0,22.0,5.0,5.0,16.0,23.0,Lamar
4870,24,2018-02-03,,Stephen F. Austin,W,76.0,54.0,26.0,57.0,0.456,9.0,25.0,0.36,15.0,25.0,0.6,14.0,40.0,16.0,11.0,5.0,17.0,22.0,,18.0,49.0,0.36700000000000005,7.0,20.0,0.35,11.0,18.0,0.611,7.0,25.0,10.0,8.0,2.0,19.0,21.0,Lamar
4871,25,2018-02-07,@,Northwestern State,W,79.0,75.0,27.0,62.0,0.435,8.0,24.0,0.33299999999999996,17.0,25.0,0.68,11.0,30.0,12.0,11.0,4.0,14.0,28.0,,24.0,48.0,0.5,3.0,8.0,0.375,24.0,34.0,0.706,9.0,33.0,9.0,4.0,6.0,18.0,24.0,Lamar
4872,26,2018-02-10,@,Sam Houston State,L,69.0,71.0,25.0,58.0,0.431,6.0,24.0,0.25,13.0,17.0,0.765,9.0,27.0,14.0,7.0,0.0,11.0,24.0,,26.0,49.0,0.531,2.0,7.0,0.28600000000000003,17.0,26.0,0.654,10.0,32.0,16.0,6.0,0.0,14.0,21.0,Lamar
4873,27,2018-02-14,,Incarnate Word,W,85.0,62.0,30.0,64.0,0.469,10.0,29.0,0.345,15.0,21.0,0.7140000000000001,12.0,40.0,17.0,8.0,3.0,8.0,20.0,,17.0,46.0,0.37,8.0,19.0,0.42100000000000004,20.0,26.0,0.769,4.0,27.0,12.0,3.0,2.0,15.0,16.0,Lamar
4874,28,2018-02-17,,Texas A&M-Corpus Christi,W,79.0,76.0,30.0,56.0,0.536,7.0,21.0,0.33299999999999996,12.0,18.0,0.667,6.0,28.0,20.0,1.0,1.0,7.0,17.0,,29.0,57.0,0.509,8.0,19.0,0.42100000000000004,10.0,13.0,0.769,8.0,28.0,16.0,3.0,3.0,8.0,18.0,Lamar
4875,29,2018-02-21,@,Houston Baptist,W,87.0,73.0,30.0,67.0,0.44799999999999995,10.0,22.0,0.455,17.0,19.0,0.895,10.0,38.0,17.0,11.0,5.0,14.0,16.0,,29.0,67.0,0.433,6.0,21.0,0.28600000000000003,9.0,17.0,0.529,12.0,37.0,16.0,7.0,7.0,15.0,17.0,Lamar
4876,30,2018-02-24,@,Stephen F. Austin,W,71.0,66.0,24.0,58.0,0.414,10.0,25.0,0.4,13.0,19.0,0.684,7.0,32.0,10.0,5.0,2.0,14.0,19.0,,22.0,56.0,0.39299999999999996,6.0,24.0,0.25,16.0,22.0,0.727,10.0,36.0,10.0,5.0,5.0,13.0,17.0,Lamar
4877,31,2018-03-03,@,McNeese State,L,60.0,69.0,22.0,65.0,0.33799999999999997,5.0,20.0,0.25,11.0,20.0,0.55,14.0,31.0,7.0,8.0,0.0,12.0,26.0,,22.0,47.0,0.46799999999999997,4.0,12.0,0.33299999999999996,21.0,33.0,0.636,11.0,39.0,11.0,6.0,7.0,22.0,18.0,Lamar
4878,32,2018-03-07,N,Central Arkansas,L,57.0,67.0,23.0,62.0,0.371,4.0,26.0,0.154,7.0,13.0,0.5379999999999999,12.0,30.0,10.0,8.0,2.0,10.0,17.0,,22.0,47.0,0.46799999999999997,5.0,18.0,0.278,18.0,24.0,0.75,6.0,31.0,6.0,7.0,2.0,13.0,12.0,Lamar
4880,1,2017-11-11,@,Marist,W (1 OT),84.0,76.0,30.0,75.0,0.4,12.0,31.0,0.387,12.0,17.0,0.706,12.0,38.0,11.0,11.0,4.0,8.0,21.0,,24.0,55.0,0.436,9.0,24.0,0.375,19.0,29.0,0.655,6.0,40.0,13.0,2.0,5.0,16.0,12.0,Lehigh
4881,2,2017-11-14,,Monmouth,L,72.0,80.0,26.0,67.0,0.38799999999999996,8.0,29.0,0.276,12.0,24.0,0.5,4.0,20.0,11.0,10.0,1.0,9.0,20.0,,29.0,56.0,0.518,8.0,22.0,0.364,14.0,23.0,0.609,10.0,48.0,16.0,2.0,2.0,25.0,20.0,Lehigh
4882,3,2017-11-17,,Siena,W (1 OT),91.0,90.0,30.0,65.0,0.462,12.0,27.0,0.444,19.0,25.0,0.76,7.0,32.0,18.0,5.0,1.0,12.0,19.0,,35.0,71.0,0.493,8.0,25.0,0.32,12.0,22.0,0.545,12.0,37.0,16.0,4.0,3.0,10.0,18.0,Lehigh
4883,4,2017-11-19,,Eastern,W,95.0,70.0,34.0,64.0,0.531,10.0,25.0,0.4,17.0,20.0,0.85,9.0,37.0,21.0,11.0,1.0,13.0,17.0,,25.0,58.0,0.431,13.0,33.0,0.39399999999999996,7.0,14.0,0.5,6.0,26.0,13.0,4.0,1.0,19.0,16.0,Lehigh
4884,5,2017-11-22,@,USC,L,63.0,88.0,25.0,70.0,0.35700000000000004,7.0,28.0,0.25,6.0,9.0,0.667,11.0,29.0,10.0,5.0,0.0,10.0,17.0,,33.0,70.0,0.47100000000000003,12.0,26.0,0.462,10.0,16.0,0.625,17.0,47.0,24.0,6.0,2.0,10.0,10.0,Lehigh
4885,6,2017-11-25,@,Pitt,L,68.0,80.0,25.0,59.0,0.424,9.0,23.0,0.391,9.0,11.0,0.818,3.0,27.0,18.0,3.0,3.0,10.0,20.0,,26.0,51.0,0.51,10.0,27.0,0.37,18.0,21.0,0.857,2.0,32.0,21.0,5.0,3.0,11.0,15.0,Lehigh
4886,7,2017-11-29,@,Princeton,W,85.0,76.0,32.0,62.0,0.516,7.0,16.0,0.43799999999999994,14.0,20.0,0.7,8.0,38.0,10.0,1.0,4.0,11.0,22.0,,27.0,66.0,0.409,7.0,24.0,0.292,15.0,25.0,0.6,12.0,35.0,10.0,3.0,7.0,7.0,15.0,Lehigh
4887,8,2017-12-02,@,Virginia,L,54.0,75.0,19.0,47.0,0.40399999999999997,10.0,24.0,0.41700000000000004,6.0,7.0,0.857,3.0,24.0,7.0,1.0,0.0,16.0,15.0,,30.0,58.0,0.517,9.0,25.0,0.36,6.0,11.0,0.545,7.0,30.0,21.0,11.0,3.0,6.0,7.0,Lehigh
4888,9,2017-12-06,,Yale,L,77.0,86.0,26.0,60.0,0.433,7.0,22.0,0.318,18.0,22.0,0.818,5.0,25.0,12.0,7.0,2.0,11.0,21.0,,30.0,56.0,0.536,9.0,25.0,0.36,17.0,23.0,0.7390000000000001,7.0,35.0,21.0,4.0,3.0,13.0,20.0,Lehigh
4889,10,2017-12-09,,Mount St. Mary's,W,75.0,60.0,28.0,59.0,0.475,7.0,18.0,0.389,12.0,14.0,0.857,8.0,38.0,14.0,4.0,0.0,12.0,19.0,,19.0,57.0,0.33299999999999996,9.0,36.0,0.25,13.0,15.0,0.867,5.0,22.0,12.0,6.0,4.0,8.0,15.0,Lehigh
4890,11,2017-12-21,@,Saint Francis (PA),L,70.0,84.0,29.0,71.0,0.408,5.0,26.0,0.192,7.0,9.0,0.778,10.0,36.0,13.0,6.0,2.0,15.0,18.0,,29.0,64.0,0.45299999999999996,12.0,30.0,0.4,14.0,17.0,0.8240000000000001,9.0,36.0,14.0,6.0,3.0,12.0,12.0,Lehigh
4891,12,2017-12-29,@,Lafayette,W,79.0,74.0,31.0,72.0,0.431,9.0,20.0,0.45,8.0,10.0,0.8,5.0,36.0,14.0,3.0,1.0,5.0,16.0,,28.0,62.0,0.452,10.0,32.0,0.313,8.0,10.0,0.8,3.0,36.0,16.0,2.0,5.0,7.0,13.0,Lehigh
4892,13,2018-01-02,@,Navy,L,66.0,78.0,24.0,61.0,0.39299999999999996,8.0,27.0,0.29600000000000004,10.0,11.0,0.909,6.0,31.0,14.0,6.0,4.0,13.0,18.0,,25.0,61.0,0.41,8.0,22.0,0.364,20.0,23.0,0.87,9.0,36.0,11.0,6.0,1.0,8.0,11.0,Lehigh
4893,14,2018-01-05,,Holy Cross,W,83.0,77.0,29.0,55.0,0.527,15.0,26.0,0.5770000000000001,10.0,15.0,0.667,7.0,30.0,20.0,7.0,2.0,16.0,8.0,,32.0,64.0,0.5,12.0,27.0,0.444,1.0,3.0,0.33299999999999996,7.0,26.0,19.0,10.0,4.0,10.0,14.0,Lehigh
4894,15,2018-01-08,@,Boston University,L,81.0,92.0,31.0,66.0,0.47,14.0,32.0,0.43799999999999994,5.0,7.0,0.7140000000000001,7.0,28.0,15.0,4.0,1.0,13.0,20.0,,32.0,61.0,0.525,8.0,19.0,0.42100000000000004,20.0,28.0,0.7140000000000001,11.0,37.0,15.0,7.0,9.0,11.0,12.0,Lehigh
4895,16,2018-01-11,@,Bucknell,L,65.0,78.0,23.0,56.0,0.41100000000000003,7.0,19.0,0.368,12.0,16.0,0.75,4.0,36.0,10.0,7.0,2.0,20.0,17.0,,28.0,69.0,0.406,8.0,27.0,0.29600000000000004,14.0,19.0,0.737,7.0,33.0,14.0,10.0,2.0,11.0,15.0,Lehigh
4896,17,2018-01-14,,American,W,76.0,66.0,25.0,55.0,0.455,5.0,14.0,0.35700000000000004,21.0,23.0,0.9129999999999999,5.0,36.0,16.0,6.0,3.0,14.0,22.0,,20.0,57.0,0.35100000000000003,12.0,33.0,0.364,14.0,21.0,0.667,5.0,27.0,14.0,7.0,1.0,13.0,19.0,Lehigh
4897,18,2018-01-17,,Colgate,L,72.0,76.0,26.0,64.0,0.406,10.0,22.0,0.455,10.0,10.0,1.0,12.0,33.0,13.0,6.0,1.0,13.0,12.0,,28.0,61.0,0.45899999999999996,13.0,31.0,0.419,7.0,8.0,0.875,10.0,30.0,14.0,7.0,8.0,11.0,15.0,Lehigh
4898,19,2018-01-20,@,Army,L,81.0,93.0,27.0,64.0,0.42200000000000004,14.0,33.0,0.424,13.0,20.0,0.65,10.0,27.0,19.0,3.0,0.0,8.0,19.0,,34.0,58.0,0.586,12.0,27.0,0.444,13.0,20.0,0.65,7.0,35.0,22.0,2.0,2.0,10.0,22.0,Lehigh
4899,20,2018-01-24,,Loyola (MD),L (2 OT),88.0,91.0,30.0,63.0,0.47600000000000003,12.0,25.0,0.48,16.0,22.0,0.727,6.0,32.0,17.0,7.0,6.0,22.0,32.0,,30.0,79.0,0.38,4.0,13.0,0.308,27.0,43.0,0.628,19.0,44.0,11.0,15.0,4.0,14.0,18.0,Lehigh
4900,21,2018-01-27,,Navy,L,75.0,77.0,24.0,47.0,0.511,12.0,22.0,0.545,15.0,18.0,0.833,5.0,24.0,17.0,4.0,0.0,15.0,17.0,,28.0,57.0,0.491,8.0,24.0,0.33299999999999996,13.0,16.0,0.813,8.0,26.0,20.0,9.0,0.0,9.0,12.0,Lehigh
