,G,Date,Site,Opp,W/L,score_Tm,score_Opp,Tm_FG,Tm_FGA,Tm_FG%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_ORB,Tm_TRB,Tm_AST,Tm_STL,Tm_BLK,Tm_TOV,Tm_PF,blank,opp_FG,opp_FGA,opp_FG%,opp_3P,opp_3PA,opp_3P%,opp_FT,opp_FTA,opp_FT%,opp_ORB,opp_TRB,opp_AST,opp_STL,opp_BLK,opp_TOV,opp_PF,Team
64,29,2018-02-24,,Appalachian State,L,67.0,69.0,25.0,52.0,0.48100000000000004,7.0,14.0,0.5,10.0,15.0,0.667,5.0,26.0,13.0,3.0,2.0,15.0,16.0,,23.0,47.0,0.489,10.0,27.0,0.37,13.0,18.0,0.722,6.0,24.0,12.0,6.0,4.0,14.0,13.0,Arkansas-Little Rock
65,30,2018-03-01,@,Louisiana-Monroe,L,44.0,48.0,18.0,55.0,0.327,3.0,15.0,0.2,5.0,8.0,0.625,13.0,42.0,11.0,6.0,4.0,15.0,13.0,,16.0,55.0,0.29100000000000004,8.0,33.0,0.242,8.0,13.0,0.615,12.0,33.0,11.0,8.0,1.0,10.0,11.0,Arkansas-Little Rock
66,31,2018-03-03,@,Louisiana,W (1 OT),72.0,61.0,27.0,61.0,0.44299999999999995,6.0,13.0,0.462,12.0,20.0,0.6,7.0,32.0,9.0,5.0,4.0,12.0,21.0,,19.0,58.0,0.32799999999999996,6.0,31.0,0.19399999999999998,17.0,26.0,0.654,9.0,36.0,12.0,5.0,9.0,14.0,20.0,Arkansas-Little Rock
67,32,2018-03-07,N,Appalachian State,L,64.0,93.0,24.0,61.0,0.39299999999999996,4.0,18.0,0.222,12.0,22.0,0.545,7.0,26.0,12.0,7.0,0.0,13.0,23.0,,30.0,54.0,0.556,12.0,22.0,0.545,21.0,26.0,0.8079999999999999,6.0,32.0,18.0,8.0,5.0,13.0,17.0,Arkansas-Little Rock
69,1,2017-11-10,,Northern Arizona,W,101.0,67.0,34.0,57.0,0.596,5.0,13.0,0.385,28.0,32.0,0.875,10.0,40.0,21.0,6.0,6.0,11.0,23.0,,23.0,58.0,0.397,4.0,13.0,0.308,17.0,30.0,0.5670000000000001,9.0,19.0,11.0,3.0,1.0,11.0,24.0,Arizona NCAA
70,2,2017-11-12,,UMBC,W,103.0,78.0,39.0,64.0,0.609,15.0,28.0,0.536,10.0,14.0,0.7140000000000001,9.0,41.0,25.0,8.0,6.0,13.0,16.0,,26.0,62.0,0.419,14.0,28.0,0.5,12.0,16.0,0.75,6.0,22.0,14.0,6.0,0.0,10.0,15.0,Arizona NCAA
71,3,2017-11-16,,Cal State Bakersfield,W,91.0,59.0,27.0,49.0,0.551,9.0,16.0,0.563,28.0,36.0,0.778,6.0,33.0,14.0,8.0,4.0,13.0,19.0,,24.0,61.0,0.39299999999999996,1.0,16.0,0.063,10.0,21.0,0.47600000000000003,10.0,26.0,7.0,7.0,1.0,16.0,23.0,Arizona NCAA
72,4,2017-11-22,N,North Carolina State,L,84.0,90.0,29.0,62.0,0.46799999999999997,2.0,17.0,0.11800000000000001,24.0,35.0,0.6859999999999999,14.0,37.0,13.0,5.0,4.0,8.0,22.0,,27.0,55.0,0.491,8.0,20.0,0.4,28.0,35.0,0.8,6.0,30.0,17.0,4.0,4.0,10.0,26.0,Arizona NCAA
73,5,2017-11-23,N,SMU,L,60.0,66.0,22.0,47.0,0.46799999999999997,5.0,20.0,0.25,11.0,19.0,0.579,10.0,41.0,11.0,1.0,7.0,19.0,20.0,,22.0,70.0,0.314,8.0,22.0,0.364,14.0,19.0,0.737,18.0,33.0,14.0,10.0,5.0,6.0,21.0,Arizona NCAA
74,6,2017-11-24,N,Purdue,L,64.0,89.0,25.0,59.0,0.424,3.0,17.0,0.17600000000000002,11.0,16.0,0.688,6.0,22.0,13.0,4.0,3.0,11.0,20.0,,31.0,54.0,0.574,11.0,22.0,0.5,16.0,21.0,0.762,6.0,32.0,19.0,6.0,7.0,14.0,19.0,Arizona NCAA
75,7,2017-11-29,,Long Beach State,W,91.0,56.0,36.0,60.0,0.6,12.0,22.0,0.545,7.0,10.0,0.7,6.0,33.0,18.0,9.0,2.0,12.0,16.0,,21.0,51.0,0.41200000000000003,6.0,20.0,0.3,8.0,17.0,0.47100000000000003,6.0,24.0,12.0,6.0,2.0,18.0,15.0,Arizona NCAA
76,8,2017-12-02,@,UNLV,W (1 OT),91.0,88.0,35.0,75.0,0.467,6.0,18.0,0.33299999999999996,15.0,17.0,0.882,11.0,31.0,11.0,7.0,7.0,14.0,22.0,,33.0,62.0,0.532,3.0,13.0,0.231,19.0,26.0,0.731,8.0,34.0,19.0,8.0,6.0,17.0,19.0,Arizona NCAA
77,9,2017-12-05,N,Texas A&M,W,67.0,64.0,20.0,47.0,0.426,7.0,22.0,0.318,20.0,24.0,0.833,3.0,27.0,14.0,4.0,4.0,11.0,15.0,,26.0,57.0,0.456,5.0,14.0,0.35700000000000004,7.0,10.0,0.7,4.0,24.0,13.0,10.0,5.0,11.0,21.0,Arizona NCAA
78,10,2017-12-09,,Alabama,W,88.0,82.0,29.0,56.0,0.518,8.0,16.0,0.5,22.0,35.0,0.629,12.0,41.0,17.0,2.0,3.0,12.0,21.0,,24.0,62.0,0.387,10.0,24.0,0.41700000000000004,24.0,28.0,0.857,6.0,26.0,15.0,5.0,2.0,8.0,27.0,Arizona NCAA
79,11,2017-12-16,@,New Mexico,W,89.0,73.0,32.0,50.0,0.64,9.0,13.0,0.6920000000000001,16.0,20.0,0.8,6.0,35.0,17.0,4.0,5.0,10.0,14.0,,24.0,62.0,0.387,12.0,34.0,0.353,13.0,14.0,0.929,8.0,20.0,15.0,6.0,2.0,7.0,21.0,Arizona NCAA
80,12,2017-12-18,,North Dakota State,W,83.0,53.0,33.0,66.0,0.5,5.0,20.0,0.25,12.0,13.0,0.9229999999999999,12.0,40.0,15.0,4.0,4.0,5.0,14.0,,20.0,54.0,0.37,8.0,27.0,0.29600000000000004,5.0,10.0,0.5,8.0,27.0,11.0,3.0,1.0,12.0,16.0,Arizona NCAA
81,13,2017-12-21,,UConn,W,73.0,58.0,25.0,50.0,0.5,9.0,19.0,0.474,14.0,19.0,0.737,5.0,29.0,14.0,7.0,5.0,13.0,13.0,,22.0,54.0,0.40700000000000003,5.0,13.0,0.385,9.0,11.0,0.818,7.0,30.0,5.0,5.0,2.0,18.0,19.0,Arizona NCAA
82,14,2017-12-30,,Arizona State,W,84.0,78.0,28.0,62.0,0.452,8.0,20.0,0.4,20.0,23.0,0.87,9.0,36.0,18.0,4.0,4.0,16.0,20.0,,25.0,66.0,0.379,8.0,25.0,0.32,20.0,25.0,0.8,13.0,36.0,11.0,7.0,3.0,13.0,20.0,Arizona NCAA
83,15,2018-01-04,@,Utah,W,94.0,82.0,30.0,60.0,0.5,4.0,12.0,0.33299999999999996,30.0,36.0,0.833,12.0,44.0,15.0,6.0,5.0,12.0,18.0,,26.0,59.0,0.441,12.0,26.0,0.462,18.0,22.0,0.818,4.0,21.0,18.0,8.0,3.0,11.0,23.0,Arizona NCAA
84,16,2018-01-06,@,Colorado,L,77.0,80.0,28.0,73.0,0.384,7.0,25.0,0.28,14.0,17.0,0.8240000000000001,14.0,31.0,18.0,12.0,4.0,7.0,18.0,,29.0,53.0,0.547,7.0,16.0,0.43799999999999994,15.0,17.0,0.882,5.0,32.0,18.0,3.0,3.0,15.0,18.0,Arizona NCAA
85,17,2018-01-11,,Oregon State,W,62.0,53.0,22.0,53.0,0.415,6.0,21.0,0.28600000000000003,12.0,16.0,0.75,8.0,33.0,14.0,9.0,4.0,11.0,11.0,,22.0,56.0,0.39299999999999996,6.0,14.0,0.429,3.0,8.0,0.375,8.0,31.0,7.0,5.0,2.0,15.0,16.0,Arizona NCAA
86,18,2018-01-13,,Oregon,W,90.0,83.0,25.0,46.0,0.5429999999999999,6.0,15.0,0.4,34.0,37.0,0.919,3.0,25.0,17.0,3.0,3.0,17.0,22.0,,27.0,57.0,0.474,8.0,27.0,0.29600000000000004,21.0,24.0,0.875,8.0,22.0,17.0,7.0,4.0,14.0,29.0,Arizona NCAA
87,19,2018-01-17,@,University of California,W,79.0,58.0,31.0,50.0,0.62,11.0,19.0,0.579,6.0,13.0,0.462,10.0,34.0,20.0,3.0,4.0,19.0,24.0,,18.0,51.0,0.353,1.0,13.0,0.077,21.0,30.0,0.7,8.0,20.0,7.0,14.0,5.0,13.0,19.0,Arizona NCAA
88,20,2018-01-20,@,Stanford,W,73.0,71.0,27.0,61.0,0.44299999999999995,8.0,27.0,0.29600000000000004,11.0,13.0,0.846,8.0,34.0,19.0,4.0,9.0,10.0,16.0,,25.0,60.0,0.41700000000000004,4.0,12.0,0.33299999999999996,17.0,23.0,0.7390000000000001,11.0,34.0,9.0,5.0,1.0,10.0,16.0,Arizona NCAA
89,21,2018-01-25,,Colorado,W,80.0,71.0,26.0,49.0,0.531,6.0,15.0,0.4,22.0,23.0,0.9570000000000001,3.0,22.0,12.0,1.0,3.0,5.0,14.0,,29.0,52.0,0.5579999999999999,8.0,16.0,0.5,5.0,8.0,0.625,4.0,23.0,13.0,3.0,2.0,9.0,17.0,Arizona NCAA
90,22,2018-01-27,,Utah,W,74.0,73.0,29.0,45.0,0.644,10.0,16.0,0.625,6.0,11.0,0.545,1.0,25.0,19.0,3.0,7.0,15.0,22.0,,24.0,54.0,0.444,7.0,19.0,0.368,18.0,21.0,0.857,3.0,18.0,13.0,4.0,2.0,8.0,15.0,Arizona NCAA
91,23,2018-01-31,@,Washington State,W,100.0,72.0,39.0,64.0,0.609,10.0,17.0,0.588,12.0,22.0,0.545,7.0,39.0,15.0,3.0,4.0,7.0,21.0,,22.0,54.0,0.40700000000000003,9.0,24.0,0.375,19.0,24.0,0.792,2.0,19.0,14.0,1.0,6.0,7.0,19.0,Arizona NCAA
92,24,2018-02-03,@,Washington,L,75.0,78.0,31.0,62.0,0.5,2.0,12.0,0.16699999999999998,11.0,15.0,0.733,14.0,34.0,15.0,3.0,7.0,12.0,16.0,,30.0,63.0,0.47600000000000003,8.0,14.0,0.5710000000000001,10.0,16.0,0.625,11.0,27.0,7.0,4.0,2.0,9.0,17.0,Arizona NCAA
93,25,2018-02-08,,UCLA,L,74.0,82.0,29.0,66.0,0.439,8.0,22.0,0.364,8.0,10.0,0.8,9.0,33.0,14.0,2.0,2.0,10.0,12.0,,32.0,62.0,0.516,11.0,24.0,0.45799999999999996,7.0,9.0,0.778,6.0,31.0,15.0,6.0,3.0,10.0,14.0,Arizona NCAA
94,26,2018-02-10,,USC,W,81.0,67.0,32.0,57.0,0.561,9.0,20.0,0.45,8.0,12.0,0.667,12.0,39.0,17.0,4.0,6.0,11.0,19.0,,24.0,54.0,0.444,6.0,19.0,0.316,13.0,18.0,0.722,6.0,22.0,11.0,4.0,1.0,8.0,17.0,Arizona NCAA
95,27,2018-02-15,@,Arizona State,W,77.0,70.0,25.0,52.0,0.48100000000000004,6.0,18.0,0.33299999999999996,21.0,27.0,0.778,14.0,41.0,13.0,10.0,5.0,19.0,17.0,,28.0,66.0,0.424,7.0,25.0,0.28,7.0,12.0,0.583,9.0,25.0,9.0,13.0,3.0,14.0,23.0,Arizona NCAA
96,28,2018-02-22,@,Oregon State,W (1 OT),75.0,65.0,27.0,56.0,0.48200000000000004,5.0,16.0,0.313,16.0,24.0,0.667,11.0,34.0,11.0,4.0,4.0,13.0,18.0,,22.0,55.0,0.4,7.0,22.0,0.318,14.0,17.0,0.8240000000000001,7.0,26.0,15.0,6.0,2.0,16.0,21.0,Arizona NCAA
97,29,2018-02-24,@,Oregon,L (1 OT),93.0,98.0,34.0,59.0,0.5760000000000001,7.0,18.0,0.389,18.0,22.0,0.818,10.0,35.0,12.0,3.0,5.0,17.0,18.0,,32.0,74.0,0.43200000000000005,14.0,33.0,0.424,20.0,24.0,0.833,13.0,27.0,20.0,11.0,1.0,4.0,21.0,Arizona NCAA
98,30,2018-03-01,,Stanford,W,75.0,67.0,28.0,53.0,0.528,4.0,13.0,0.308,15.0,23.0,0.652,10.0,35.0,17.0,1.0,6.0,15.0,13.0,,24.0,59.0,0.40700000000000003,5.0,14.0,0.35700000000000004,14.0,18.0,0.778,9.0,26.0,12.0,7.0,0.0,7.0,20.0,Arizona NCAA
99,31,2018-03-03,,University of California,W,66.0,54.0,19.0,49.0,0.38799999999999996,5.0,18.0,0.278,23.0,26.0,0.885,8.0,37.0,13.0,5.0,4.0,12.0,15.0,,21.0,54.0,0.389,3.0,16.0,0.188,9.0,15.0,0.6,6.0,27.0,7.0,6.0,4.0,12.0,23.0,Arizona NCAA
100,32,2018-03-08,N,Colorado,W,83.0,67.0,25.0,57.0,0.439,7.0,18.0,0.389,26.0,38.0,0.684,10.0,34.0,11.0,11.0,4.0,8.0,18.0,,22.0,52.0,0.423,5.0,20.0,0.25,18.0,22.0,0.818,2.0,24.0,10.0,3.0,3.0,15.0,27.0,Arizona NCAA
101,33,2018-03-09,N,UCLA,W (1 OT),78.0,67.0,29.0,66.0,0.439,7.0,24.0,0.292,13.0,18.0,0.722,10.0,42.0,9.0,5.0,3.0,6.0,10.0,,27.0,68.0,0.397,10.0,35.0,0.28600000000000003,3.0,4.0,0.75,7.0,32.0,12.0,2.0,1.0,9.0,17.0,Arizona NCAA
102,34,2018-03-10,N,USC,W,75.0,61.0,30.0,58.0,0.517,4.0,17.0,0.235,11.0,13.0,0.846,12.0,41.0,16.0,3.0,2.0,14.0,15.0,,24.0,53.0,0.45299999999999996,5.0,19.0,0.263,8.0,16.0,0.5,5.0,18.0,13.0,11.0,1.0,7.0,13.0,Arizona NCAA
104,1,2017-11-10,,Idaho State,W,94.0,74.0,34.0,65.0,0.523,9.0,30.0,0.3,17.0,26.0,0.654,11.0,38.0,22.0,3.0,5.0,11.0,18.0,,26.0,59.0,0.441,9.0,24.0,0.375,13.0,22.0,0.591,7.0,26.0,17.0,6.0,2.0,14.0,20.0,Arizona State NCAA
105,2,2017-11-14,,San Diego State,W,90.0,68.0,31.0,61.0,0.508,8.0,25.0,0.32,20.0,25.0,0.8,8.0,41.0,18.0,9.0,5.0,12.0,17.0,,25.0,66.0,0.379,8.0,21.0,0.381,10.0,14.0,0.7140000000000001,9.0,35.0,18.0,4.0,2.0,15.0,20.0,Arizona State NCAA
106,3,2017-11-17,,Northern Arizona,W,97.0,62.0,33.0,63.0,0.524,11.0,26.0,0.423,20.0,28.0,0.7140000000000001,8.0,35.0,24.0,12.0,5.0,11.0,19.0,,19.0,60.0,0.317,7.0,29.0,0.24100000000000002,17.0,22.0,0.773,10.0,36.0,12.0,4.0,5.0,24.0,26.0,Arizona State NCAA
107,4,2017-11-19,,UC-Irvine,W,99.0,78.0,30.0,49.0,0.612,14.0,23.0,0.609,25.0,38.0,0.6579999999999999,5.0,24.0,17.0,6.0,2.0,10.0,17.0,,28.0,61.0,0.45899999999999996,12.0,25.0,0.48,10.0,16.0,0.625,13.0,31.0,21.0,7.0,2.0,19.0,28.0,Arizona State NCAA
108,5,2017-11-23,N,Kansas State,W,92.0,90.0,27.0,50.0,0.54,9.0,18.0,0.5,29.0,44.0,0.659,13.0,25.0,13.0,6.0,0.0,13.0,18.0,,34.0,59.0,0.5760000000000001,15.0,32.0,0.469,7.0,10.0,0.7,10.0,23.0,16.0,5.0,2.0,16.0,32.0,Arizona State NCAA
109,6,2017-11-24,N,Xavier,W,102.0,86.0,33.0,59.0,0.5589999999999999,13.0,27.0,0.48100000000000004,23.0,25.0,0.92,6.0,26.0,11.0,9.0,1.0,10.0,20.0,,30.0,54.0,0.556,8.0,20.0,0.4,18.0,23.0,0.7829999999999999,5.0,25.0,16.0,2.0,1.0,13.0,21.0,Arizona State NCAA
110,7,2017-12-02,,San Francisco,W,75.0,57.0,23.0,50.0,0.46,4.0,13.0,0.308,25.0,36.0,0.6940000000000001,13.0,43.0,10.0,6.0,4.0,14.0,16.0,,18.0,63.0,0.28600000000000003,11.0,40.0,0.275,10.0,14.0,0.7140000000000001,13.0,31.0,12.0,6.0,4.0,14.0,30.0,Arizona State NCAA
111,8,2017-12-08,N,St. John's (NY),W,82.0,70.0,25.0,55.0,0.455,9.0,23.0,0.391,23.0,27.0,0.852,4.0,33.0,16.0,1.0,0.0,12.0,18.0,,25.0,64.0,0.391,7.0,24.0,0.292,13.0,22.0,0.591,13.0,35.0,13.0,5.0,6.0,11.0,27.0,Arizona State NCAA
112,9,2017-12-10,@,Kansas,W,95.0,85.0,33.0,65.0,0.508,14.0,28.0,0.5,15.0,20.0,0.75,3.0,26.0,17.0,9.0,3.0,9.0,13.0,,32.0,67.0,0.478,14.0,38.0,0.368,7.0,9.0,0.778,8.0,34.0,19.0,6.0,5.0,16.0,16.0,Arizona State NCAA
113,10,2017-12-17,,Vanderbilt,W,76.0,64.0,25.0,57.0,0.439,5.0,23.0,0.217,21.0,28.0,0.75,14.0,42.0,7.0,4.0,5.0,19.0,20.0,,23.0,68.0,0.33799999999999997,4.0,31.0,0.129,14.0,19.0,0.737,10.0,29.0,10.0,7.0,2.0,11.0,22.0,Arizona State NCAA
114,11,2017-12-19,,Longwood,W,95.0,61.0,31.0,69.0,0.449,10.0,34.0,0.294,23.0,36.0,0.639,13.0,40.0,22.0,13.0,3.0,11.0,16.0,,21.0,57.0,0.368,9.0,21.0,0.429,10.0,20.0,0.5,10.0,35.0,11.0,7.0,3.0,26.0,25.0,Arizona State NCAA
115,12,2017-12-22,,Pacific,W,104.0,65.0,36.0,67.0,0.537,12.0,26.0,0.462,20.0,26.0,0.769,10.0,37.0,18.0,3.0,10.0,9.0,18.0,,24.0,67.0,0.358,3.0,17.0,0.17600000000000002,14.0,23.0,0.609,16.0,35.0,10.0,4.0,5.0,14.0,22.0,Arizona State NCAA
116,13,2017-12-30,@,Arizona,L,78.0,84.0,25.0,66.0,0.379,8.0,25.0,0.32,20.0,25.0,0.8,13.0,36.0,11.0,7.0,3.0,13.0,20.0,,28.0,62.0,0.452,8.0,20.0,0.4,20.0,23.0,0.87,9.0,36.0,18.0,4.0,4.0,16.0,20.0,Arizona State NCAA
117,14,2018-01-04,@,Colorado,L (1 OT),81.0,90.0,27.0,75.0,0.36,9.0,33.0,0.273,18.0,24.0,0.75,12.0,41.0,11.0,5.0,2.0,6.0,27.0,,29.0,64.0,0.45299999999999996,10.0,27.0,0.37,22.0,32.0,0.688,9.0,42.0,16.0,3.0,6.0,12.0,20.0,Arizona State NCAA
118,15,2018-01-07,@,Utah,W,80.0,77.0,26.0,58.0,0.44799999999999995,8.0,24.0,0.33299999999999996,20.0,23.0,0.87,10.0,28.0,11.0,5.0,2.0,13.0,31.0,,20.0,41.0,0.488,8.0,24.0,0.33299999999999996,29.0,36.0,0.8059999999999999,3.0,25.0,13.0,6.0,4.0,12.0,19.0,Arizona State NCAA
119,16,2018-01-11,,Oregon,L,72.0,76.0,20.0,46.0,0.435,10.0,23.0,0.435,22.0,31.0,0.71,6.0,27.0,13.0,5.0,2.0,11.0,17.0,,28.0,65.0,0.431,8.0,32.0,0.25,12.0,14.0,0.857,13.0,34.0,17.0,7.0,2.0,10.0,23.0,Arizona State NCAA
120,17,2018-01-13,,Oregon State,W,77.0,75.0,27.0,57.0,0.474,7.0,16.0,0.43799999999999994,16.0,22.0,0.727,10.0,33.0,15.0,8.0,5.0,12.0,13.0,,29.0,65.0,0.446,11.0,26.0,0.423,6.0,9.0,0.667,13.0,34.0,21.0,5.0,1.0,13.0,21.0,Arizona State NCAA
121,18,2018-01-17,@,Stanford,L,77.0,86.0,26.0,61.0,0.426,8.0,21.0,0.381,17.0,25.0,0.68,5.0,26.0,14.0,5.0,4.0,8.0,21.0,,32.0,63.0,0.508,8.0,19.0,0.42100000000000004,14.0,25.0,0.56,11.0,40.0,21.0,3.0,5.0,11.0,17.0,Arizona State NCAA
122,19,2018-01-20,@,University of California,W,81.0,73.0,29.0,61.0,0.475,10.0,21.0,0.47600000000000003,13.0,16.0,0.813,7.0,35.0,15.0,2.0,5.0,11.0,19.0,,28.0,60.0,0.467,5.0,16.0,0.313,12.0,22.0,0.545,6.0,27.0,13.0,3.0,7.0,8.0,20.0,Arizona State NCAA
123,20,2018-01-25,,Utah,L (1 OT),77.0,80.0,28.0,70.0,0.4,10.0,27.0,0.37,11.0,14.0,0.7859999999999999,13.0,43.0,14.0,6.0,2.0,10.0,16.0,,27.0,62.0,0.435,14.0,32.0,0.43799999999999994,12.0,18.0,0.667,7.0,36.0,19.0,6.0,5.0,12.0,17.0,Arizona State NCAA
124,21,2018-01-27,,Colorado,W,80.0,66.0,27.0,64.0,0.42200000000000004,10.0,31.0,0.32299999999999995,16.0,22.0,0.727,4.0,30.0,15.0,8.0,7.0,7.0,16.0,,26.0,61.0,0.426,6.0,20.0,0.3,8.0,9.0,0.889,8.0,41.0,17.0,4.0,8.0,16.0,22.0,Arizona State NCAA
125,22,2018-02-01,@,Washington,L,64.0,68.0,24.0,54.0,0.444,5.0,19.0,0.263,11.0,17.0,0.647,7.0,31.0,14.0,6.0,3.0,15.0,18.0,,24.0,61.0,0.39299999999999996,5.0,17.0,0.294,15.0,18.0,0.833,11.0,34.0,13.0,10.0,4.0,13.0,21.0,Arizona State NCAA
126,23,2018-02-04,@,Washington State,W,88.0,78.0,34.0,61.0,0.557,8.0,24.0,0.33299999999999996,12.0,13.0,0.9229999999999999,7.0,28.0,13.0,10.0,2.0,10.0,14.0,,28.0,57.0,0.491,12.0,31.0,0.387,10.0,11.0,0.909,6.0,23.0,14.0,6.0,3.0,18.0,14.0,Arizona State NCAA
127,24,2018-02-08,,USC,W,80.0,78.0,27.0,64.0,0.42200000000000004,6.0,23.0,0.261,20.0,32.0,0.625,8.0,31.0,14.0,8.0,1.0,6.0,18.0,,27.0,55.0,0.491,8.0,24.0,0.33299999999999996,16.0,20.0,0.8,7.0,37.0,16.0,3.0,1.0,18.0,23.0,Arizona State NCAA
128,25,2018-02-10,,UCLA,W,88.0,79.0,27.0,64.0,0.42200000000000004,9.0,29.0,0.31,25.0,28.0,0.893,7.0,37.0,13.0,9.0,4.0,7.0,17.0,,30.0,66.0,0.455,8.0,26.0,0.308,11.0,12.0,0.917,5.0,33.0,11.0,2.0,4.0,12.0,23.0,Arizona State NCAA
129,26,2018-02-15,,Arizona,L,70.0,77.0,28.0,66.0,0.424,7.0,25.0,0.28,7.0,12.0,0.583,9.0,25.0,9.0,13.0,3.0,14.0,23.0,,25.0,52.0,0.48100000000000004,6.0,18.0,0.33299999999999996,21.0,27.0,0.778,14.0,41.0,13.0,10.0,5.0,19.0,17.0,Arizona State NCAA
130,27,2018-02-22,@,Oregon,L,68.0,75.0,22.0,57.0,0.386,8.0,24.0,0.33299999999999996,16.0,18.0,0.889,5.0,30.0,11.0,1.0,8.0,8.0,23.0,,26.0,63.0,0.413,4.0,16.0,0.25,19.0,23.0,0.826,9.0,34.0,14.0,5.0,4.0,7.0,20.0,Arizona State NCAA
131,28,2018-02-24,@,Oregon State,L,75.0,79.0,24.0,55.0,0.436,9.0,25.0,0.36,18.0,21.0,0.857,12.0,26.0,9.0,6.0,1.0,16.0,25.0,,28.0,53.0,0.528,5.0,18.0,0.278,18.0,25.0,0.72,11.0,30.0,19.0,13.0,2.0,16.0,23.0,Arizona State NCAA
132,29,2018-03-01,,University of California,W,84.0,53.0,26.0,51.0,0.51,4.0,15.0,0.267,28.0,37.0,0.757,5.0,32.0,12.0,7.0,7.0,11.0,19.0,,21.0,61.0,0.344,0.0,18.0,0.0,11.0,17.0,0.647,8.0,28.0,6.0,9.0,3.0,17.0,22.0,Arizona State NCAA
133,30,2018-03-03,,Stanford,L,83.0,84.0,29.0,64.0,0.45299999999999996,10.0,27.0,0.37,15.0,23.0,0.652,4.0,22.0,15.0,9.0,3.0,6.0,20.0,,27.0,53.0,0.509,9.0,19.0,0.474,21.0,31.0,0.677,10.0,38.0,13.0,4.0,0.0,21.0,22.0,Arizona State NCAA
134,31,2018-03-07,N,Colorado,L,85.0,97.0,30.0,63.0,0.47600000000000003,13.0,32.0,0.406,12.0,21.0,0.5710000000000001,6.0,25.0,15.0,3.0,4.0,3.0,18.0,,33.0,62.0,0.532,13.0,21.0,0.619,18.0,20.0,0.9,8.0,39.0,20.0,1.0,2.0,7.0,19.0,Arizona State NCAA
136,1,2017-11-11,,Toccoa Falls,W,135.0,34.0,50.0,80.0,0.625,20.0,39.0,0.513,15.0,27.0,0.556,18.0,71.0,31.0,14.0,8.0,16.0,15.0,,11.0,69.0,0.159,3.0,25.0,0.12,9.0,15.0,0.6,3.0,16.0,6.0,8.0,3.0,20.0,20.0,Appalachian State
137,2,2017-11-12,,Bridgewater (VA),W,95.0,57.0,28.0,63.0,0.444,8.0,28.0,0.28600000000000003,31.0,44.0,0.705,16.0,46.0,12.0,15.0,6.0,20.0,26.0,,19.0,61.0,0.311,6.0,28.0,0.214,13.0,22.0,0.591,8.0,30.0,4.0,6.0,1.0,25.0,34.0,Appalachian State
138,3,2017-11-16,N,Iowa State,L,98.0,104.0,27.0,69.0,0.391,15.0,40.0,0.375,29.0,40.0,0.725,8.0,30.0,20.0,5.0,4.0,8.0,25.0,,33.0,64.0,0.516,10.0,23.0,0.435,28.0,35.0,0.8,8.0,36.0,15.0,4.0,4.0,11.0,30.0,Appalachian State
139,4,2017-11-17,N,Western Michigan,L,67.0,86.0,21.0,56.0,0.375,8.0,26.0,0.308,17.0,28.0,0.607,9.0,36.0,7.0,3.0,2.0,16.0,26.0,,28.0,59.0,0.475,7.0,19.0,0.368,23.0,30.0,0.767,7.0,32.0,9.0,7.0,5.0,7.0,24.0,Appalachian State
140,5,2017-11-19,N,UTEP,W,76.0,72.0,23.0,55.0,0.418,10.0,27.0,0.37,20.0,32.0,0.625,12.0,41.0,7.0,4.0,1.0,15.0,19.0,,27.0,59.0,0.45799999999999996,4.0,13.0,0.308,14.0,20.0,0.7,4.0,25.0,14.0,5.0,3.0,11.0,25.0,Appalachian State
141,6,2017-11-22,@,James Madison,L (2 OT),99.0,105.0,33.0,71.0,0.465,14.0,35.0,0.4,19.0,26.0,0.731,10.0,41.0,19.0,3.0,5.0,19.0,27.0,,31.0,79.0,0.392,13.0,31.0,0.419,30.0,42.0,0.7140000000000001,14.0,41.0,14.0,10.0,1.0,10.0,23.0,Appalachian State
142,7,2017-11-25,,Davidson,W,78.0,62.0,27.0,55.0,0.491,7.0,19.0,0.368,17.0,28.0,0.607,4.0,35.0,11.0,5.0,4.0,5.0,10.0,,26.0,65.0,0.4,9.0,33.0,0.273,1.0,4.0,0.25,7.0,31.0,17.0,2.0,2.0,11.0,21.0,Appalachian State
143,8,2017-11-28,@,VCU,L,72.0,85.0,28.0,61.0,0.45899999999999996,6.0,25.0,0.24,10.0,18.0,0.556,12.0,37.0,12.0,5.0,0.0,17.0,24.0,,29.0,59.0,0.49200000000000005,10.0,20.0,0.5,17.0,26.0,0.654,7.0,30.0,18.0,11.0,4.0,10.0,20.0,Appalachian State
144,9,2017-12-02,,South Florida,W,84.0,61.0,33.0,64.0,0.516,8.0,23.0,0.348,10.0,11.0,0.909,6.0,27.0,17.0,11.0,2.0,11.0,12.0,,24.0,55.0,0.436,4.0,14.0,0.28600000000000003,9.0,11.0,0.818,7.0,27.0,7.0,7.0,4.0,17.0,16.0,Appalachian State
145,10,2017-12-04,@,Western Carolina,L,71.0,72.0,28.0,58.0,0.483,10.0,22.0,0.455,5.0,12.0,0.41700000000000004,9.0,31.0,10.0,4.0,7.0,16.0,13.0,,26.0,56.0,0.46399999999999997,8.0,15.0,0.5329999999999999,12.0,15.0,0.8,5.0,25.0,9.0,11.0,2.0,10.0,16.0,Appalachian State
